id,food,calorie,protein,lipid,carbohydrate,fiber,sugar_content,salt
1031,まあじ　皮なし、刺身　,123,19.7,4.1,0.2,0,0.2,0.3
1032,まあじ　皮つき、水煮　,151,22.4,5.9,0.1,0,0.1,0.3
1033,まあじ　皮つき、焼き　,170,25.9,6.4,0.1,0,0.1,0.4
1034,まあじ　皮つき、フライ　,276,20.1,18.2,7.9,0,7.9,0.4
1035,まあじ　開き干し　生　,168,20.2,8.8,0.1,0,0.1,1.7
1036,まあじ　開き干し　焼き　,220,24.6,12.3,0.1,0,0.1,2
1037,まあじ　小型　骨付き　生　,123,17.8,5,0.1,0,0.1,0.3
1038,まあじ　小型　骨付き　から揚げ　,278,24,18.6,3.5,0,3.5,0.3
1039,まるあじ　生　,147,22.1,5.6,0.2,0,0.2,0.2
1040,まるあじ　焼き　,194,28.7,7.7,0.2,0,0.2,0.2
1041,にしまあじ　生　,169,19.6,9.1,0.1,0,0.1,0.4
1042,にしまあじ　水煮　,175,21.7,8.8,0.1,0,0.1,0.5
1043,にしまあじ　焼き　,203,24.7,10.4,0.1,0,0.1,0.6
1044,むろあじ　生　,166,23.6,6.9,0.4,0,0.4,0.1
1045,むろあじ　焼き　,186,29.7,6.2,0.6,0,0.6,0.2
1046,むろあじ　開き干し　,155,22.9,6.2,0.1,0,0.1,2.1
1047,むろあじ　くさや　,240,49.9,3,0.3,0,0.3,4.1
1048,あなご　生　,161,17.3,9.3,0,0,0,0.4
1049,あなご　蒸し　,194,17.6,12.7,0,0,0,0.3
1050,あまご　養殖　生　,112,18.3,3.6,0.1,0,0.1,0.1
1051,あまだい　生　,113,18.8,3.6,0,0,0,0.2
1052,あまだい　水煮　,125,20.7,4,0,0,0,0.2
1053,あまだい　焼き　,119,22.5,2.6,0,0,0,0.3
1054,あゆ　天然　生　,100,18.3,2.4,0.1,0,0.1,0.2
1055,あゆ　天然　焼き　,177,26.6,6.8,0.1,0,0.1,0.3
1056,あゆ　天然　内臓　生　,206,9.5,17.5,0.3,0,0.3,0.2
1057,あゆ　天然　内臓　焼き　,194,23,10.1,0.4,0,0.4,0.4
1058,あゆ　養殖　生　,152,17.8,7.9,0.6,0,0.6,0.1
1059,あゆ　養殖　焼き　,241,22.6,15.1,0.8,0,0.8,0.2
1060,あゆ　養殖　内臓　生　,550,7.4,55,0.3,0,0.3,0.2
1061,あゆ　養殖　内臓　焼き　,558,15.2,52.3,0.4,0,0.4,0.3
1062,あゆ　うるか　,171,11.4,13.1,1.8,0,1.8,13
1063,アラスカめぬけ　生　,105,17.2,3.4,0.1,0,0.1,0.2
1064,あんこう　生　,58,13,0.2,0.3,0,0.3,0.3
1065,あんこう　きも　生　,445,10,41.9,2.2,0,2.2,0.3
1066,いかなご　生　,125,17.2,5.5,0.1,0,0.1,0.5
1067,いかなご　煮干し　,245,43.1,6.1,1.5,0,1.5,7.1
1068,いかなご　つくだ煮　,282,29.4,4.6,30.7,0,30.7,5.6
1069,いかなご　あめ煮　,279,25.6,3.7,35.8,0,35.8,4.3
1070,いさき　生　,127,17.2,5.7,0.1,0,0.1,0.4
1071,いしだい　生　,156,19.5,7.8,0,0,0,0.1
1072,いとよりだい　生　,93,18.1,1.7,0.1,0,0.1,0.2
1073,いとよりだい　すり身　,91,16.7,0.4,5.1,0,5.1,0.7
1074,いぼだい　生　,149,16.4,8.5,0,0,0,0.5
1075,うるめいわし　生　,136,21.3,4.8,0.3,0,0.3,0.2
1076,うるめいわし　丸干し　,239,45,5.1,0.3,0,0.3,5.8
1077,かたくちいわし　生　,192,18.2,12.1,0.3,0,0.3,0.2
1078,かたくちいわし　煮干し　,332,64.5,6.2,0.3,0,0.3,4.3
1079,かたくちいわし　田作り　,336,66.6,5.7,0.3,0,0.3,1.8
1080,まいわし　生　,169,19.2,9.2,0.2,0,0.2,0.2
1081,まいわし　水煮　,178,22.4,8.7,0.2,0,0.2,0.2
1082,まいわし　焼き　,196,25.3,9.4,0.2,0,0.2,0.3
1083,まいわし　フライ　,396,20,30.3,10.7,0,10.7,0.4
1084,まいわし　塩いわし　,163,16.8,9.6,0.4,0,0.4,6.1
1085,まいわし　生干し　,242,20.6,16,1.1,0,1.1,1.8
1086,まいわし　丸干し　,193,32.8,5.5,0.7,0,0.7,3.8
1087,めざし　生　,257,18.2,18.9,0.5,0,0.5,2.8
1088,めざし　焼き　,244,23.7,15,0.7,0,0.7,3.6
1089,しらす　生　,76,15,1.3,0.1,0,0.1,1
1090,しらす干し　微乾燥品　,113,23.1,1.6,0.2,0,0.2,4.1
1091,しらす干し　半乾燥品　,206,40.5,3.5,0.5,0,0.5,6.6
1092,たたみいわし　,372,75.1,5.6,0.7,0,0.7,2.2
1093,みりん干し　かたくちいわし　,340,44.3,7,25,0,25,2.8
1094,みりん干し　まいわし　,332,31.4,15.7,16.3,0,16.3,1.7
1095,缶詰　水煮　,188,20.7,10.6,0.1,0,0.1,0.8
1096,缶詰　味付け　,212,20.4,11.9,5.7,0,5.7,1.4
1097,缶詰　トマト漬　,172,17.5,10.8,1.3,0,1.3,0.7
1098,缶詰　油漬　,359,20.3,30.7,0.3,0,0.3,0.8
1099,缶詰　かば焼　,242,16.2,15.6,9.3,0,9.3,1.5
1100,缶詰　アンチョビ　,158,24.2,6.8,0.1,0,0.1,13.1
1101,いわな　養殖　生　,114,19,3.6,0.1,0,0.1,0.1
1102,うぐい　生　,100,20.1,1.5,0.2,0,0.2,0.2
1103,うなぎ　養殖　生　,255,17.1,19.3,0.3,0,0.3,0.2
1104,うなぎ　きも　生　,118,13,5.3,3.5,0,3.5,0.4
1105,うなぎ　白焼き　,331,20.7,25.8,0.1,0,0.1,0.3
1106,うなぎ　かば焼　,293,23,21,3.1,0,3.1,1.3
1107,うまづらはぎ　生　,80,18.2,0.3,0,0,0,0.5
1108,うまづらはぎ　味付け開き干し　,292,58.9,1.6,10.4,0,10.4,6.1
1109,えい　生　,84,19.1,0.3,0.1,0,0.1,0.7
1110,えそ　生　,93,20.1,0.8,0.1,0,0.1,0.3
1111,おいかわ　生　,136,19.2,5.8,0.1,0,0.1,0.1
1112,おおさが　生　,144,16.3,8,0.1,0,0.1,0.2
1113,おこぜ　生　,85,19.6,0.2,0.2,0,0.2,0.2
1114,おひょう　生　,100,19.9,1.7,0.1,0,0.1,0.2
1115,かさご　生　,85,19.3,0.3,0.1,0,0.1,0.3
1116,かじか　生　,111,15,5,0.2,0,0.2,0.3
1117,かじか　水煮　,122,15.8,5.8,0.2,0,0.2,0.2
1118,かじか　つくだ煮　,302,29.4,5.5,33.8,0,33.8,4.3
1119,くろかじき　生　,99,22.9,0.2,0.1,0,0.1,0.2
1120,まかじき　生　,115,23.1,1.8,0.1,0,0.1,0.2
1121,めかじき　生　,153,19.2,7.6,0.1,0,0.1,0.2
1122,めかじき　焼き　,220,27.5,11.1,0,0,0,0.3
1123,かつお　春獲り　生　,114,25.8,0.5,0.1,0,0.1,0.1
1124,かつお　秋獲り　生　,165,25,6.2,0.2,0,0.2,0.1
1125,そうだがつお　生　,136,25.7,2.8,0.3,0,0.3,0.2
1126,加工品　なまり　,134,29.8,0.7,0.4,0,0.4,0.3
1127,加工品　なまり節　,173,38,1.1,0.5,0,0.5,0.2
1128,加工品　かつお節　,356,77.1,2.9,0.8,0,0.8,0.3
1129,加工品　削り節　,351,75.7,3.2,0.4,0,0.4,1.2
1130,加工品　削り節つくだ煮　,237,19.5,3.3,32.3,0,32.3,7.9
1131,加工品　角煮　,224,31,1.6,21.4,0,21.4,3.8
1132,加工品　塩辛　,62,12,1.5,0,0,0,12.7
1133,缶詰　味付け　フレーク　,141,18.4,2.7,10.7,0,10.7,1.7
1134,缶詰　油漬　フレーク　,293,18.8,24.2,0.1,0,0.1,0.9
1135,かます　生　,148,18.9,7.2,0.1,0,0.1,0.3
1136,かます　焼き　,145,23.3,4.9,0.1,0,0.1,0.4
1137,まがれい　生　,95,19.6,1.3,0.1,0,0.1,0.3
1138,まがれい　水煮　,107,21.4,1.7,0.1,0,0.1,0.3
1139,まがれい　焼き　,110,23.4,1.2,0.1,0,0.1,0.3
1140,まこがれい　生　,93,18,1.8,0.1,0,0.1,0.3
1141,まこがれい　焼き　,147,28.5,2.8,0.2,0,0.2,0.5
1142,子持ちがれい　生　,143,19.9,6.2,0.1,0,0.1,0.2
1143,子持ちがれい　水煮　,162,22.3,7.2,0.1,0,0.1,0.2
1144,干しかれい　,117,20.2,3.4,0,0,0,1.1
1145,かわはぎ　生　,80,18.8,0.1,0,0,0,0.3
1146,かんぱち　生　,129,21,4.2,0.1,0,0.1,0.2
1147,きす　生　,80,18.5,0.2,0,0,0,0.3
1148,きす　天ぷら　,241,18.4,15.2,7.8,0.7,7.1,0.3
1149,きちじ　生　,262,13.6,21.7,0,0,0,0.2
1150,きびなご　生　,93,18.8,1.4,0.1,0,0.1,0.4
1151,きびなご　調味干し　,274,47.9,7.4,0.5,0,0.5,6.6
1152,キャビア　塩蔵品　,263,26.2,17.1,1.1,0,1.1,4.1
1153,キングクリップ　生　,78,18.2,0.1,0,0,0,0.4
1154,ぎんだら　生　,232,13.6,18.6,0,0,0,0.2
1155,ぎんだら　水煮　,287,14.9,23.8,0,0,0,0.2
1156,きんめだい　生　,160,17.8,9,0.1,0,0.1,0.1
1157,ぐち　生　,83,18,0.8,0,0,0,0.2
1158,ぐち　焼き　,106,23.4,0.8,0,0,0,0.4
1159,こい　養殖　生　,171,17.7,10.2,0.2,0,0.2,0.1
1160,こい　養殖　水煮　,208,19.2,13.4,0.2,0,0.2,0.1
1161,こい　養殖　内臓　生　,287,9,25.9,1.3,0,1.3,0.2
1162,まごち　生　,100,22.5,0.5,0.2,0,0.2,0.3
1163,めごち　生　,75,17.5,0.1,0.1,0,0.1,0.4
1164,このしろ　生　,160,19,8.3,0.4,0,0.4,0.4
1165,このしろ　甘酢漬　,193,19.1,10.1,6.4,0,6.4,2.3
1166,からふとます　生　,154,21.7,6.6,0.1,0,0.1,0.2
1167,からふとます　焼き　,191,28.1,7.7,0.1,0,0.1,0.2
1168,からふとます　塩ます　,160,20.9,7.4,0.6,0,0.6,5.8
1169,からふとます　水煮缶詰　,156,20.7,7.2,0.1,0,0.1,0.9
1170,ぎんざけ　養殖　生　,204,19.6,12.8,0.3,0,0.3,0.1
1171,ぎんざけ　養殖　焼き　,257,25.2,15.8,0.4,0,0.4,0.2
1172,さくらます　生　,161,20.9,7.7,0.1,0,0.1,0.1
1173,さくらます　焼き　,233,28.4,12,0.1,0,0.1,0.2
1174,しろさけ　生　,133,22.3,4.1,0.1,0,0.1,0.2
1175,しろさけ　水煮　,152,25.5,4.7,0.1,0,0.1,0.2
1176,しろさけ　焼き　,171,29.1,5.1,0.1,0,0.1,0.2
1177,しろさけ　新巻き　生　,154,22.8,6.1,0.1,0,0.1,3
1178,しろさけ　新巻き　焼き　,198,29.3,7.9,0.1,0,0.1,2.1
1179,しろさけ　塩ざけ　,199,22.4,11.1,0.1,0,0.1,1.8
1180,しろさけ　イクラ　,272,32.6,15.6,0.2,0,0.2,2.3
1181,しろさけ　すじこ　,282,30.5,17.4,0.9,0,0.9,4.8
1182,しろさけ　めふん　,77,16.9,0.9,0.4,0,0.4,14.7
1183,しろさけ　水煮缶詰　,170,21.2,8.5,0.1,0,0.1,0.6
1184,たいせいようさけ　養殖　生　,237,20.1,16.1,0.1,0,0.1,0.1
1185,たいせいようさけ　養殖　焼き　,295,25.1,20,0.1,0,0.1,0.1
1186,にじます　海面養殖　皮つき、生　,224,21.4,14.2,0.1,0,0.1,0.2
1187,にじます　海面養殖　皮なし、刺身　,189,20.5,10.8,0.2,0,0.2,0.1
1188,にじます　海面養殖　皮つき、焼き　,266,27.2,15.8,0.4,0,0.4,0.2
1189,にじます　淡水養殖　皮つき、生　,127,19.7,4.6,0.1,0,0.1,0.1
1190,べにざけ　生　,138,22.5,4.5,0.1,0,0.1,0.1
1191,べにざけ　焼き　,177,28.5,6,0.1,0,0.1,0.2
1192,べにざけ　くん製　,161,25.7,5.5,0.1,0,0.1,3.8
1193,ますのすけ　生　,200,19.5,12.5,0,0,0,0.1
1194,ますのすけ　焼き　,269,26.4,16.7,0,0,0,0.1
1195,まさば　生　,247,20.6,16.8,0.3,0,0.3,0.3
1196,まさば　水煮　,309,22.6,22.6,0.3,0,0.3,0.2
1197,まさば　焼き　,318,25.2,22.4,0.4,0,0.4,0.3
1198,まさば　フライ　,332,20,25.1,6.5,0,6.5,0.3
1200,ごまさば　生　,146,23,5.1,0.3,0,0.3,0.2
1201,ごまさば　水煮　,155,24.8,5.2,0.2,0,0.2,0.1
1202,ごまさば　焼き　,195,31.1,6.6,0.3,0,0.3,0.2
1199,ごまさば　さば節　,360,73.9,5.1,0,0,0,0.9
1203,たいせいようさば　生　,326,17.2,26.8,0.4,0,0.4,0.3
1204,たいせいようさば　水煮　,348,18.6,28.5,0.4,0,0.4,0.2
1205,たいせいようさば　焼き　,370,21.8,29.3,0.5,0,0.5,0.3
1206,加工品　塩さば　,291,26.2,19.1,0.1,0,0.1,1.8
1207,加工品　開き干し　,348,18.7,28.5,0.2,0,0.2,1.7
1208,加工品　しめさば　,339,18.6,26.9,1.7,0,1.7,1.6
1209,缶詰　水煮　,190,20.9,10.7,0.2,0,0.2,0.9
1210,缶詰　みそ煮　,217,16.3,13.9,6.6,0,6.6,1.1
1211,缶詰　味付け　,215,21.4,12.6,4,0,4,1.3
1212,あぶらつのざめ　生　,159,16.8,9.4,0,0,0,0.3
1213,よしきりざめ　生　,85,18.9,0.6,0,0,0,0.5
1214,ふかひれ　,342,83.9,1.6,0,0,0,0.5
1215,さより　生　,95,19.6,1.3,0,0,0,0.5
1216,さわら　生　,177,20.1,9.7,0.1,0,0.1,0.2
1217,さわら　焼き　,202,23.6,10.8,0.1,0,0.1,0.2
1218,さんま　皮つき、生　,297,17.6,23.6,0.1,0,0.1,0.3
1219,さんま　皮なし、刺身　,335,16.9,28,0.2,0,0.2,0.3
1220,さんま　皮つき、焼き　,270,23.9,17.9,0.2,0,0.2,0.3
1221,さんま　開き干し　,261,19.3,19,0.1,0,0.1,1.3
1222,さんま　みりん干し　,409,23.9,25.8,20.4,0,20.4,3.6
1223,さんま　缶詰　味付け　,268,18.9,18.9,5.6,0,5.6,1.4
1224,さんま　缶詰　かば焼　,225,17.4,13,9.7,0,9.7,1.5
1225,しいら　生　,108,21.3,1.9,0,0,0,0.1
1226,ししゃも　生干し　生　,166,21,8.1,0.2,0,0.2,1.2
1227,ししゃも　生干し　焼き　,177,24.3,7.8,0.2,0,0.2,1.6
1228,からふとししゃも　生干し　生　,177,15.6,11.6,0.5,0,0.5,1.5
1229,からふとししゃも　生干し　焼き　,186,18.2,11.3,0.6,0,0.6,2
1230,したびらめ　生　,96,19.2,1.6,0,0,0,0.4
1231,しまあじ　養殖　生　,168,21.9,8,0.1,0,0.1,0.1
1232,しらうお　生　,77,13.6,2,0.1,0,0.1,0.4
1233,シルバー　生　,153,18.6,7.9,0,0,0,0.2
1234,すずき　生　,123,19.8,4.2,0,0,0,0.2
1235,きだい　生　,108,18.6,3.1,0.2,0,0.2,0.2
1236,くろだい　生　,150,20.4,6.7,0.3,0,0.3,0.1
1237,ちだい　生　,105,19.4,2.4,0.1,0,0.1,0.2
1238,まだい　天然　生　,142,20.6,5.8,0.1,0,0.1,0.1
1239,まだい　養殖　皮つき　生　,177,20.9,9.4,0.1,0,0.1,0.1
1240,まだい　養殖　皮なし　刺身　,146,21.2,5.9,0.2,0,0.2,0.1
1241,まだい　養殖　皮つき　水煮　,206,22.2,11.9,0.1,0,0.1,0.1
1242,まだい　養殖　皮つき　焼き　,210,22.7,12,0.1,0,0.1,0.1
1243,たかさご　生　,100,20.2,1.5,0.1,0,0.1,0.1
1244,たかべ　生　,164,18.7,9,0,0,0,0.3
1245,たちうお　生　,266,16.5,20.9,0,0,0,0.2
1246,すけとうだら　生　,76,17.4,0.3,0,0,0,0.3
1247,すけとうだら　フライ　,207,19.2,11.9,5.7,0,5.7,0.4
1248,すけとうだら　すり身　,98,17.5,0.2,6.6,0,6.6,0.3
1249,すけとうだら　すきみだら　,174,40.5,0.3,0.1,0,0.1,18.8
1250,すけとうだら　たらこ　生　,140,24,4.7,0.4,0,0.4,4.6
1251,すけとうだら　たらこ　焼き　,170,28.3,6.1,0.5,0,0.5,5.3
1252,すけとうだら　からしめんたいこ　,126,21,3.3,3,0,3,5.6
1253,まだら　生　,77,17.6,0.2,0.1,0,0.1,0.3
1254,まだら　焼き　,109,25.2,0.2,0.2,0,0.2,0.4
1255,まだら　しらこ　生　,62,13.4,0.8,0.2,0,0.2,0.3
1256,まだら　塩だら　,65,15.2,0.1,0,0,0,2
1257,まだら　干しだら　,317,73.2,0.8,0.1,0,0.1,3.8
1258,まだら　でんぶ　,278,25.5,1.1,41.5,0,41.5,4.1
1259,ちか　生　,88,19.5,0.6,0,0,0,0.6
1260,どじょう　生　,79,16.1,1.2,0,0,0,0.2
1261,どじょう　水煮　,83,17.1,1.2,0,0,0,0.3
1262,とびうお　生　,96,21,0.7,0.1,0,0.1,0.2
1263,ナイルティラピア　生　,134,19.8,5.3,0.2,0,0.2,0.2
1264,なまず　生　,159,18.4,8.6,0,0,0,0.1
1265,にぎす　生　,91,18.7,1.2,0.1,0,0.1,0.5
1266,にしん　生　,216,17.4,15.1,0.1,0,0.1,0.3
1267,にしん　身欠きにしん　,246,20.9,16.7,0.2,0,0.2,0.4
1268,にしん　開き干し　,264,18.5,19.7,0.2,0,0.2,0.9
1269,にしん　くん製　,305,23.1,22.1,0,0,0,9.9
1270,にしん　かずのこ　生　,162,25.2,6.7,0.2,0,0.2,0.8
1271,にしん　かずのこ　乾　,385,65.2,13.6,0.5,0,0.5,3.6
1272,にしん　かずのこ　塩蔵　水戻し　,89,15,3,0.6,0,0.6,1.2
1273,はぜ　生　,83,19.1,0.2,0.1,0,0.1,0.2
1274,はぜ　つくだ煮　,284,24.3,3,39.9,0,39.9,5.6
1275,はぜ　甘露煮　,265,21.1,2.2,40.3,0,40.3,3.8
1276,はたはた　生　,113,14.1,5.7,0,0,0,0.5
1277,はたはた　生干し　,167,16.7,10.3,0,0,0,1.3
1278,はまふえふき　生　,90,20.5,0.3,0.1,0,0.1,0.2
1279,はも　生　,144,22.3,5.3,0,0,0,0.2
1280,ひらまさ　生　,142,22.6,4.9,0.1,0,0.1,0.1
1281,ひらめ　天然　生　,103,20,2,0,0,0,0.1
1282,ひらめ　養殖　皮つき　生　,126,21.6,3.7,0,0,0,0.1
1283,ひらめ　養殖　皮なし　刺身　,113,21.2,2.5,0.1,0,0.1,0.1
1284,とらふぐ　養殖　生　,85,19.3,0.3,0.2,0,0.2,0.3
1285,まふぐ　生　,84,18.9,0.4,0,0,0,0.2
1286,ふな　生　,101,18.2,2.5,0.1,0,0.1,0.1
1287,ふな　水煮　,112,20.3,2.8,0.1,0,0.1,0.1
1288,ふな　甘露煮　,272,15.5,3.6,44.4,0,44.4,3.3
1289,ぶり　成魚　生　,257,21.4,17.6,0.3,0,0.3,0.1
1290,ぶり　成魚　焼き　,304,26.2,20.4,0.3,0,0.3,0.1
1291,ぶり　はまち　養殖　皮つき　生　,251,20.7,17.2,0.3,0,0.3,0.1
1292,ぶり　はまち　養殖　皮なし　刺身　,203,21,12,0.3,0,0.3,0.1
1293,ほうぼう　生　,122,19.6,4.2,0,0,0,0.3
1294,ホキ　生　,84,17,1.3,0,0,0,0.4
1295,ほっけ　生　,115,17.3,4.4,0.1,0,0.1,0.2
1296,ほっけ　塩ほっけ　,123,18.1,4.9,0.1,0,0.1,3.6
1297,ほっけ　開き干し　生　,176,20.6,9.4,0.1,0,0.1,1.8
1298,ほっけ　開き干し　焼き　,200,23.1,10.9,0.2,0,0.2,2
1299,ぼら　生　,128,19.2,5,0.1,0,0.1,0.2
1300,ぼら　からすみ　,423,40.4,28.9,0.3,0,0.3,3.6
1301,ほんもろこ　生　,113,17.5,4.1,0.1,0,0.1,0.2
1302,きはだ　生　,106,24.3,0.4,0,0,0,0.1
1303,くろまぐろ　赤身　生　,125,26.4,1.4,0.1,0,0.1,0.1
1304,くろまぐろ　脂身　生　,344,20.1,27.5,0.1,0,0.1,0.2
1305,びんなが　生　,117,26,0.7,0.2,0,0.2,0.1
1306,みなみまぐろ　赤身　生　,93,21.6,0.1,0.1,0,0.1,0.1
1307,みなみまぐろ　脂身　生　,352,20.3,28.3,0.1,0,0.1,0.1
1308,めじまぐろ　生　,152,25.2,4.8,0.1,0,0.1,0.1
1309,めばち　生　,108,22.8,1.2,0.2,0,0.2,0.1
1310,缶詰　水煮　フレーク　ライト　,71,16,0.7,0.2,0,0.2,0.5
1311,缶詰　水煮　フレーク　ホワイト　,97,18.3,2.5,0.4,0,0.4,0.7
1312,缶詰　味付け　フレーク　,136,19,2.3,9.9,0,9.9,1.9
1313,缶詰　油漬　フレーク　ライト　,267,17.7,21.7,0.1,0,0.1,0.9
1314,缶詰　油漬　フレーク　ホワイト　,288,18.8,23.6,0.1,0,0.1,0.9
1315,マジェランあいなめ　生　,272,13.3,22.9,0.1,0,0.1,0.2
1316,まながつお　生　,175,17.1,10.9,0,0,0,0.4
1317,みなみくろたち　生　,120,21.7,3,0.1,0,0.1,0.3
1318,みなみだら　生　,72,16.4,0.3,0,0,0,0.6
1319,むつ　生　,189,16.7,12.6,0,0,0,0.2
1320,むつ　水煮　,173,22.2,8.4,0,0,0,0.2
1321,めじな　生　,125,19.4,4.5,0.1,0,0.1,0.2
1322,めばる　生　,109,18.1,3.5,0,0,0,0.2
1323,メルルーサ　生　,77,17,0.6,0,0,0,0.4
1324,やつめうなぎ　生　,273,15.8,21.8,0.2,0,0.2,0.1
1325,やつめうなぎ　干しやつめ　,508,50.3,31.2,0.5,0,0.5,0.3
1326,やまめ　養殖　生　,119,18.4,4.3,0.3,0,0.3,0.1
1327,わかさぎ　生　,77,14.4,1.7,0.1,0,0.1,0.5
1328,わかさぎ　つくだ煮　,317,28.7,5.5,38.2,0,38.2,4.8
1329,わかさぎ　あめ煮　,313,26.3,5.1,40.4,0,40.4,4.1
1330,あかがい　生　,74,13.5,0.3,3.5,0,3.5,0.8
1331,あげまき　生　,48,8.1,0.6,2,0,2,1.5
1332,あさり　生　,30,6,0.3,0.4,0,0.4,2.2
1333,あさり　つくだ煮　,225,20.8,2.4,30.1,0,30.1,7.4
1334,あさり　缶詰　水煮　,114,20.3,2.2,1.9,0,1.9,1
1335,あさり　缶詰　味付け　,130,16.6,1.9,11.5,0,11.5,1.6
1336,あわび　生　,73,12.7,0.3,4,0,4,0.8
1337,あわび　干し　,273,38,1.6,23.8,0,23.8,7.4
1338,あわび　塩辛　,100,14.8,3.9,1.4,0,1.4,6.6
1339,あわび　水煮缶詰　,90,19.4,0.4,1,0,1,1.4
1340,いがい　生　,70,10.3,1.4,3.2,0,3.2,1.4
1341,いたやがい　養殖　生　,59,10.8,0.8,1.5,0,1.5,1.1
1342,エスカルゴ　水煮缶詰　,82,16.5,1,0.8,0,0.8,0.7
1343,かき　養殖　生　,60,6.6,1.4,4.7,0,4.7,1.3
1344,かき　養殖　水煮　,91,9.5,2.2,7.4,0,7.4,1.1
1345,かき　くん製油漬缶詰　,298,12.5,22.6,11.2,0,11.2,0.8
1346,さざえ　生　,89,19.4,0.4,0.8,0,0.8,0.6
1347,さざえ　焼き　,97,21.3,0.4,0.9,0,0.9,0.7
1348,さるぼう　味付け缶詰　,135,15.9,2.2,12.9,0,12.9,2.2
1349,しじみ　生　,64,7.5,1.4,4.5,0,4.5,0.4
1350,しじみ　水煮　,113,15.4,2.7,5.5,0,5.5,0.3
1351,たいらがい　貝柱　生　,100,21.8,0.2,1.5,0,1.5,0.7
1352,たにし　生　,80,13,1.1,3.6,0,3.6,0.1
1353,つぶ　生　,86,17.8,0.2,2.3,0,2.3,1
1354,とこぶし　生　,84,16,0.4,3,0,3,0.7
1355,とりがい　斧足　生　,86,12.9,0.3,6.9,0,6.9,0.3
1356,ばい　生　,87,16.3,0.6,3.1,0,3.1,0.6
1357,ばかがい　生　,61,10.9,0.5,2.4,0,2.4,0.8
1358,はまぐり　生　,39,6.1,0.6,1.8,0,1.8,2
1359,はまぐり　水煮　,89,14.9,1.5,2.9,0,2.9,1.2
1360,はまぐり　焼き　,77,13.3,1,2.8,0,2.8,2
1361,はまぐり　つくだ煮　,219,27,2.8,21.4,0,21.4,7.1
1362,ちょうせんはまぐり　生　,42,6.5,0.4,2.7,0,2.7,1.3
1363,ほたてがい　生　,72,13.5,0.9,1.5,0,1.5,0.8
1364,ほたてがい　水煮　,100,17.6,1.9,1.9,0,1.9,0.6
1365,ほたてがい　貝柱　生　,88,16.9,0.3,3.5,0,3.5,0.3
1366,ほたてがい　貝柱　焼き　,122,23.8,0.3,4.6,0,4.6,0.4
1367,ほたてがい　貝柱　煮干し　,322,65.7,1.4,7.6,0,7.6,6.4
1368,ほたてがい　貝柱　水煮缶詰　,94,19.5,0.6,1.5,0,1.5,1
1369,ほっきがい　生　,73,11.1,1.1,3.8,0,3.8,0.6
1370,みるがい　水管　生　,82,18.3,0.4,0.3,0,0.3,0.8
1371,あまえび　生　,87,19.8,0.3,0.1,0,0.1,0.8
1372,いせえび　生　,92,20.9,0.4,0,0,0,0.9
1373,くるまえび　養殖　生　,97,21.6,0.6,0,0,0,0.4
1374,くるまえび　養殖　ゆで　,124,28.2,0.5,0,0,0,0.5
1375,くるまえび　養殖　焼き　,103,23.5,0.4,0,0,0,0.5
1376,さくらえび　ゆで　,91,18.2,1.5,0,0,0,2.1
1377,さくらえび　素干し　,312,64.9,4,0.1,0,0.1,3
1378,さくらえび　煮干し　,273,59.1,2.5,0.1,0,0.1,8.6
1379,大正えび　生　,95,21.7,0.3,0.1,0,0.1,0.5
1380,しばえび　生　,83,18.7,0.4,0.1,0,0.1,0.6
1381,バナメイエビ　養殖　生　,91,19.6,0.6,0.7,0,0.7,0.3
1382,バナメイエビ　養殖　天ぷら　,199,20,10.3,6.5,0.9,5.6,0.3
1383,ブラックタイガー　養殖　生　,82,18.4,0.3,0.3,0,0.3,0.4
1384,加工品　干しえび　,233,48.6,2.8,0.3,0,0.3,3.8
1385,加工品　つくだ煮　,244,25.9,2.2,30.1,0,30.1,4.8
1386,がざみ　生　,65,14.4,0.3,0.3,0,0.3,0.9
1387,毛がに　生　,72,15.8,0.5,0.2,0,0.2,0.6
1388,毛がに　ゆで　,83,18.4,0.5,0.2,0,0.2,0.6
1389,ずわいがに　生　,63,13.9,0.4,0.1,0,0.1,0.8
1390,ずわいがに　ゆで　,69,15,0.6,0.1,0,0.1,0.6
1391,ずわいがに　水煮缶詰　,73,16.3,0.4,0.2,0,0.2,1.7
1392,たらばがに　生　,59,13,0.3,0.2,0,0.2,0.9
1393,たらばがに　ゆで　,80,17.5,0.5,0.3,0,0.3,0.8
1394,たらばがに　水煮缶詰　,90,20.6,0.3,0.1,0,0.1,1.5
1395,加工品　がん漬　,59,8.4,0.4,5.4,0,5.4,19.1
1396,あかいか　生　,89,17.9,1.4,0,0,0,0.5
1397,けんさきいか　生　,84,17.5,1,0.1,0,0.1,0.5
1398,こういか　生　,66,14.9,0.3,0.1,0,0.1,0.7
1399,するめいか　生　,83,17.9,0.8,0.1,0,0.1,0.5
1400,するめいか　水煮　,101,21.9,0.9,0.1,0,0.1,0.6
1401,するめいか　焼き　,109,23.6,1,0.1,0,0.1,0.8
1402,するめいか　胴　皮つき　生　,86,18.6,0.7,0.1,0,0.1,0.5
1403,するめいか　胴　皮なし　刺身　,85,18.6,0.6,0.1,0,0.1,0.5
1404,するめいか　胴　皮なし　天ぷら　,189,16.7,10.8,6.3,0.8,5.5,0.4
